名字,tier,entity_type,业界/学界/其他,组织,研究方向,简介,tier_reason,Twitter,活跃情况,备注,source_authority,last_tweet_at,avg_interval_days,arxiv_author_query,openalex_url,scholar_url,github_url,personal_url,arxiv_homepage_url,affiliation_regex,orcid,关联信号,论文链接
Steven Sinofsky,P2,person,业界,Microsoft,,,,https://x.com/stevesi,,,employee,,,"au:""Steven Sinofsky""",,,,https://a.co/d/5A28C98,https://arxiv.org/search/?searchtype=author&query=Steven+Sinofsky&start=0,,,"x:2047738188534620446,x:2047729921427165429,x:2051858142208864720,x:2051793887447150681,x:2051704052397056161,x:2051870235893047473,x:2052514810345164953,x:2052482569313374607,x:2052482573763522869,x:2052514810345164953,x:2052487026604400775,x:2052482569313374607,x:2052482573763522869,x:2053228786800578924,x:2053213729114947969,x:2052975720343990745,x:2052894408077607273,x:2052828219259421118,x:2053899355086639184,x:2054869456803787086,x:2056746116041904152,x:2057113625190396119,x:2057106035714699652,x:2056931537174532463,x:2057266381800763497,x:2057616849299210261,x:2057266381800763497,x:2057876320046993907,x:2057868582889848853,x:2057868168102654213,x:2057825225899716869,x:2057672336627712428,x:2058212344430248366,x:2058198994732429378,x:2058212344430248366,x:2058198994732429378,x:2058576896053457021,x:2058571627319677386,x:2058568034395017424,x:2058533602560790869,x:2058630893262999820,x:2058627889705128336,x:2058588460533919967,x:2058576896053457021,x:2058571627319677386,x:2058568034395017424,x:2058533602560790869,x:2059390066309378489,x:2059361088253124618,x:2059318831223374193,x:2059308719528141034,x:2059283075809345830,x:2059390066309378489,x:2059361088253124618,x:2059318831223374193,x:2059308719528141034,x:2060021151720423697,x:2060005336673616286,x:2060000883929235760,x:2059808050932769249,x:2059807277800951914,x:2059803423432724771,x:2060443607258030443,x:2060416424951099737,x:2060406223053193305,x:2060357674198302829,x:2060732968578990573,x:2060725268684099753,x:2060864974314983780,x:2060833392006992041,x:2060832841286537725,x:2060732968578990573,x:2060725268684099753,x:2060898360228257926,x:2060864974314983780,x:2060898360228257926,x:2061430846838513870,x:2061425680835809521,x:2061549029922636125,x:2061531122245279777,x:2061493490014449735,x:2061481629059584495,x:2061478405393002971,x:2061257251587838434,x:2061942389464277252,x:2061864476945596848,x:2062311634324889897,x:2062251251648049569,x:2062148637275119690,x:2061983970280050940,x:2062629030998741206,x:2062603119213547606,x:2062912848116756647,x:2062910346352812108,x:2062905718605328743,x:2063366333933494390,x:2063297340283252902,x:2063280704054542652,x:2064048451139031541,x:2064047464986878062,x:2064046949016252678,x:2064046397121286465,x:2064043776604082505,x:2064043267763638712,x:2064042078602944598,x:2064040761285353885,x:2064038760400974032,x:2064038121961091263,x:2064036665773936652,x:2064036150965145951,x:2064035392563687483,x:2064034891486945610,x:2064033611045585367,x:2064032977403740661,x:2064032245640274215,x:2063984320591610309,x:2064312133806924019,x:2064501832706126233,x:2064498345326883280,x:2064374812332474369,x:2064349948921958571,x:2064330630322688209,x:2064181221777645800","https://x.com/stevesi/status/2051858142208864720
https://x.com/stevesi/status/2051793887447150681
https://x.com/stevesi/status/2051772437638103046
https://x.com/stevesi/status/2051704052397056161
https://x.com/stevesi/status/2051870235893047473
https://x.com/stevesi/status/2047778688755028126
https://x.com/stevesi/status/2047738188534620446
https://x.com/stevesi/status/2047729921427165429
https://x.com/stevesi/status/2047747967814435049
https://x.com/stevesi/status/2052487026604400775
https://x.com/stevesi/status/2052482569313374607
https://x.com/stevesi/status/2052514810345164953
https://x.com/stevesi/status/2052482573763522869
https://x.com/stevesi/status/2052482572429779200
https://x.com/stevesi/status/2052484677525701119
https://x.com/stevesi/status/2052482573763522869
https://x.com/stevesi/status/2052487026604400775
https://x.com/stevesi/status/2052482572429779200
https://x.com/stevesi/status/2052482569313374607
https://x.com/stevesi/status/2052484677525701119
https://x.com/stevesi/status/2052514810345164953
https://x.com/stevesi/status/2054949210609365033
https://x.com/stevesi/status/2054869456803787086
https://x.com/stevesi/status/2053520842865410254
https://x.com/stevesi/status/2052979686561718466
https://x.com/stevesi/status/2053150851020272040
https://x.com/stevesi/status/2052828219259421118
https://x.com/stevesi/status/2053510502106681742
https://x.com/stevesi/status/2052895869662593065
https://x.com/stevesi/status/2053228786800578924
https://x.com/stevesi/status/2052975716153819624
https://x.com/stevesi/status/2052975703885529202
https://x.com/stevesi/status/2052894408077607273
https://x.com/stevesi/status/2052907957495767284
https://x.com/stevesi/status/2053213729114947969
https://x.com/stevesi/status/2052975720343990745
https://x.com/stevesi/status/2053899355086639184
https://x.com/stevesi/status/2056746116041904152
https://x.com/stevesi/status/2058568034395017424
https://x.com/stevesi/status/2058576896053457021
https://x.com/stevesi/status/2058571627319677386
https://x.com/stevesi/status/2058630893262999820
https://x.com/stevesi/status/2058588460533919967
https://x.com/stevesi/status/2058533602560790869
https://x.com/stevesi/status/2058627889705128336
https://x.com/stevesi/status/2059308719528141034
https://x.com/stevesi/status/2059361088253124618
https://x.com/stevesi/status/2059390066309378489
https://x.com/stevesi/status/2059283075809345830
https://x.com/stevesi/status/2059318831223374193
https://x.com/stevesi/status/2059361088253124618
https://x.com/stevesi/status/2059318831223374193
https://x.com/stevesi/status/2059308719528141034
https://x.com/stevesi/status/2059390066309378489
https://x.com/stevesi/status/2059803423432724771
https://x.com/stevesi/status/2060005336673616286
https://x.com/stevesi/status/2060021151720423697
https://x.com/stevesi/status/2059808050932769249
https://x.com/stevesi/status/2059807277800951914
https://x.com/stevesi/status/2060000883929235760
https://x.com/stevesi/status/2057106035714699652
https://x.com/stevesi/status/2057113625190396119
https://x.com/stevesi/status/2056931537174532463
https://x.com/stevesi/status/2057266381800763497
https://x.com/stevesi/status/2057616849299210261
https://x.com/stevesi/status/2057266381800763497
https://x.com/stevesi/status/2057868168102654213
https://x.com/stevesi/status/2057672336627712428
https://x.com/stevesi/status/2057876320046993907
https://x.com/stevesi/status/2057825225899716869
https://x.com/stevesi/status/2057868582889848853
https://x.com/stevesi/status/2058198994732429378
https://x.com/stevesi/status/2058212344430248366
https://x.com/stevesi/status/2058198994732429378
https://x.com/stevesi/status/2058212344430248366
https://x.com/stevesi/status/2058533602560790869
https://x.com/stevesi/status/2058571627319677386
https://x.com/stevesi/status/2058568034395017424
https://x.com/stevesi/status/2058576896053457021
https://x.com/stevesi/status/2060416424951099737
https://x.com/stevesi/status/2060357674198302829
https://x.com/stevesi/status/2060443607258030443
https://x.com/stevesi/status/2060406223053193305
https://x.com/stevesi/status/2060725268684099753
https://x.com/stevesi/status/2060732968578990573
https://x.com/stevesi/status/2060864974314983780
https://x.com/stevesi/status/2060725268684099753
https://x.com/stevesi/status/2060732968578990573
https://x.com/stevesi/status/2060832841286537725
https://x.com/stevesi/status/2060833392006992041
https://x.com/stevesi/status/2062603119213547606
https://x.com/stevesi/status/2062629030998741206
https://x.com/stevesi/status/2062912848116756647
https://x.com/stevesi/status/2062905718605328743
https://x.com/stevesi/status/2062910346352812108
https://x.com/stevesi/status/2063366333933494390
https://x.com/stevesi/status/2063297340283252902
https://x.com/stevesi/status/2063280704054542652
https://x.com/stevesi/status/2060898360228257926
https://x.com/stevesi/status/2060864974314983780
https://x.com/stevesi/status/2060898360228257926
https://x.com/stevesi/status/2061430846838513870
https://x.com/stevesi/status/2061425680835809521
https://x.com/stevesi/status/2061478405393002971
https://x.com/stevesi/status/2061481629059584495
https://x.com/stevesi/status/2061549029922636125
https://x.com/stevesi/status/2061493490014449735
https://x.com/stevesi/status/2061531122245279777
https://x.com/stevesi/status/2061257251587838434
https://x.com/stevesi/status/2061864476945596848
https://x.com/stevesi/status/2061942389464277252
https://x.com/stevesi/status/2062251251648049569
https://x.com/stevesi/status/2062148637275119690
https://x.com/stevesi/status/2061983970280050940
https://x.com/stevesi/status/2062311634324889897
https://x.com/stevesi/status/2064036665773936652
https://x.com/stevesi/status/2064040761285353885
https://x.com/stevesi/status/2063984320591610309
https://x.com/stevesi/status/2064047464986878062
https://x.com/stevesi/status/2064035392563687483
https://x.com/stevesi/status/2064034891486945610
https://x.com/stevesi/status/2064036150965145951
https://x.com/stevesi/status/2064048451139031541
https://x.com/stevesi/status/2064046949016252678
https://x.com/stevesi/status/2064046397121286465
https://x.com/stevesi/status/2064033611045585367
https://x.com/stevesi/status/2064043776604082505
https://x.com/stevesi/status/2064032977403740661
https://x.com/stevesi/status/2064038121961091263
https://x.com/stevesi/status/2064043267763638712
https://x.com/stevesi/status/2064038760400974032
https://x.com/stevesi/status/2064042078602944598
https://x.com/stevesi/status/2064032245640274215
https://x.com/stevesi/status/2064374812332474369
https://x.com/stevesi/status/2064501832706126233
https://x.com/stevesi/status/2064181221777645800
https://x.com/stevesi/status/2064312133806924019
https://x.com/stevesi/status/2064330630322688209
https://x.com/stevesi/status/2064349948921958571
https://x.com/stevesi/status/2064498345326883280"
Julian Schrittwieser,P2,person,业界,Anthropic,RL,Member of Technical Staff at Anthropic,,https://x.com/Mononofu,不活跃,,employee,,,"au:""Julian Schrittwieser""",,,,https://julian.ac,https://arxiv.org/search/?searchtype=author&query=Julian+Schrittwieser&start=0,,,"x:2053871561229173243,x:2056886735578055047,x:2064499563164213500,x:2064342253678850428,x:2064342789979361765,x:2064244614614446326","https://x.com/Mononofu/status/2053871561229173243
https://x.com/Mononofu/status/2056886735578055047
https://x.com/Mononofu/status/2064244614614446326
https://x.com/Mononofu/status/2064499563164213500
https://x.com/Mononofu/status/2064342253678850428
https://x.com/Mononofu/status/2064342789979361765"
Durk Kingma,P2,person,业界,Anthropic,Generative AI,"Prev. at Google Brain/DeepMind, founding team at OpenAI",,https://x.com/dpkingma,不活跃,,employee,,,"au:""Durk Kingma""",,https://scholar.google.nl/citations?user=yyIoQu4AAAAJ,,https://dpkingma.com,https://arxiv.org/search/?searchtype=author&query=Durk+Kingma&start=0,,,,
Trenton Bricken,P2,person,业界,Anthropic,,,,https://x.com/TrentonBricken,,,employee,,,"au:""Trenton Bricken""",,https://scholar.google.com/citations?user=CP6aLusAAAAJ&hl=en,,http://trentonbricken.com,https://arxiv.org/search/?searchtype=author&query=Trenton+Bricken&start=0,,,"x:2041582831613440022,x:2041579112423440485,arxiv:2605.29358,x:2064422583731421376","https://x.com/TrentonBricken/status/2041579112423440485
https://x.com/TrentonBricken/status/2041582833177915714
https://x.com/TrentonBricken/status/2041582831613440022
https://arxiv.org/abs/2605.29358
https://x.com/dwarkesh_sp/status/2064422583731421376"
Sholto Douglas,P2,person,业界,Anthropic,,,,https://x.com/_sholtodouglas,,,employee,,,"au:""Sholto Douglas""",,,,,https://arxiv.org/search/?searchtype=author&query=Sholto+Douglas&start=0,,,"arxiv:2605.15108v1,x:2056934029157609787,x:2057960621124001965,x:2057896055480459570,x:2059303540150137244,x:2060051359425347823,x:2061866668557795547,x:2063256671900840011,x:2064436230989713498,x:2064410359562219596,x:2064394742067028377,x:2064393603955208397,x:2064393677573628055","http://arxiv.org/abs/2605.15108v1
https://x.com/_sholtodouglas/status/2059303540150137244
https://x.com/_sholtodouglas/status/2060051359425347823
https://x.com/_sholtodouglas/status/2056934029157609787
https://x.com/_sholtodouglas/status/2057896055480459570
https://x.com/_sholtodouglas/status/2057960621124001965
https://x.com/_sholtodouglas/status/2063256671900840011
https://x.com/_sholtodouglas/status/2061866668557795547
https://x.com/_sholtodouglas/status/2064393677573628055
https://x.com/_sholtodouglas/status/2064393603955208397
https://x.com/_sholtodouglas/status/2064436230989713498
https://x.com/_sholtodouglas/status/2064410359562219596
https://x.com/_sholtodouglas/status/2064394742067028377"
cat,P2,person,业界,Anthropic,,,,https://x.com/_catwu,,,employee,,,"au:""cat""",,,,,https://arxiv.org/search/?searchtype=author&query=cat&start=0,,,"x:2041655441864978552,x:2053874851824419056,x:2053999857799672111,x:2060054180379689074,x:2060054182447448387,x:2060054183747699179,x:2060051277476745512,x:2060051280916029818,x:2060051282698682576,x:2062659533047259212,x:2062408623565984209","https://x.com/_catwu/status/2041655441864978552
https://x.com/_catwu/status/2053874851824419056
https://x.com/_catwu/status/2053873949646405879
https://x.com/_catwu/status/2053999857799672111
https://x.com/_catwu/status/2060051280916029818
https://x.com/_catwu/status/2060054183747699179
https://x.com/_catwu/status/2060054182447448387
https://x.com/_catwu/status/2060051277476745512
https://x.com/_catwu/status/2060051282698682576
https://x.com/_catwu/status/2060054180379689074
https://x.com/_catwu/status/2062659533047259212
https://x.com/_catwu/status/2062408623565984209"
Xiaokang Chen,P2,person,业界,Deepseek,Multimodal,Researcher at DeepSeek-AI； Previous Ph.D. at Peking University.,,https://x.com/PKUCXK,不活跃,,employee,,,"au:""Xiaokang Chen""",,https://scholar.google.com/citations?user=qALe908AAAAJ&hl,https://github.com/charlesCXK,https://charlescxk.github.io/,https://arxiv.org/search/?searchtype=author&query=Xiaokang+Chen&start=0,,,"x:2047517253202215303,x:2058445238956695980,x:2058445238956695980,x:2059273472606622039","https://x.com/PKUCXK/status/2047517253202215303
https://x.com/PKUCXK/status/2058445238956695980
https://x.com/PKUCXK/status/2059273472606622039
https://x.com/PKUCXK/status/2058445238956695980"
Lewis Tunstall,P2,person,业界,Hugging face,NLP,,,https://x.com/_lewtun,不活跃,,employee,,,"au:""Lewis Tunstall""",,,,https://transformersbook.com/,https://arxiv.org/search/?searchtype=author&query=Lewis+Tunstall&start=0,,,"x:2048789144294346967,x:2053870101011501114,x:2054225621400609019,x:2054511872137650366,x:2054511874259980698,x:2054626262937718955,x:2056495315901899127,x:2057040105311809886,x:2056779013801349310,x:2056779016548254140,x:2056779018196725800,x:2057542111289819472,x:2059354869077614929,x:2059308166685343980,x:2059354869077614929,x:2059308166685343980,x:2059995216937886088,x:2061818194726212008,x:2064452753716392394,x:2064386398090576236,x:2064386400531673516","https://x.com/_lewtun/status/2048789146374713386
https://x.com/_lewtun/status/2048789144294346967
https://x.com/_lewtun/status/2054626262937718955
https://x.com/_lewtun/status/2054638772675883493
https://x.com/_lewtun/status/2053870101011501114
https://x.com/_lewtun/status/2054225621400609019
https://x.com/_lewtun/status/2054511874259980698
https://x.com/_lewtun/status/2054511872137650366
https://x.com/_lewtun/status/2056495315901899127
https://x.com/_lewtun/status/2059308166685343980
https://x.com/_lewtun/status/2059354869077614929
https://x.com/_lewtun/status/2059354869077614929
https://x.com/_lewtun/status/2059308166685343980
https://x.com/_lewtun/status/2059995216937886088
https://x.com/_lewtun/status/2056779018196725800
https://x.com/_lewtun/status/2057040105311809886
https://x.com/_lewtun/status/2056779016548254140
https://x.com/_lewtun/status/2056779013801349310
https://x.com/_lewtun/status/2057542111289819472
https://x.com/_lewtun/status/2061818194726212008
https://x.com/_lewtun/status/2064452753716392394
https://x.com/_lewtun/status/2064386398090576236
https://x.com/_lewtun/status/2064386400531673516"
Robert Wachen,P2,person,业界,创业公司,Infra,cofounder at etched,,https://x.com/robertwachen,不活跃,,employee,,,"au:""Robert Wachen""",,,,http://etched.com,https://arxiv.org/search/?searchtype=author&query=Robert+Wachen&start=0,,,x:2064105166866096609,https://x.com/robertwachen/status/2064105166866096609
Yue Cao,P2,person,业界,创业公司,CV,"Co-founder @ Lightyear AI, ex-Researcher @ BAAI / Microsoft Research, Author of Swin Transformer",,https://x.com/YueCao72324941,不活跃,,employee,,,"au:""Yue Cao""",,,,,https://arxiv.org/search/?searchtype=author&query=Yue+Cao&start=0,,,arxiv:2605.06609v1,http://arxiv.org/abs/2605.06609v1
Gavin Uberti,P2,person,业界,创业公司,Infra,CEO in etched,,https://x.com/UbertiGavin,不活跃,,employee,,,"au:""Gavin Uberti""",,,,https://etched.com/,https://arxiv.org/search/?searchtype=author&query=Gavin+Uberti&start=0,,,,
George Hotz ,P2,person,业界,创业公司,智能硬件,"President of comma_ai；
Founder of tinygrad__",,https://x.com/realGeorgeHotz,看不到帖子,再看看,employee,,,"au:""George Hotz""",,,,http://1m2019.com/,https://arxiv.org/search/?searchtype=author&query=George+Hotz+&start=0,,,,
Yang You,P2,person,业界,创业公司,Infra,Presidential Young Professor at NUS；潞晨科技 创始人,,https://x.com/YangYou1991,不活跃,,employee,,,"au:""Yang You""",,,,https://ai.comp.nus.edu.sg/,https://arxiv.org/search/?searchtype=author&query=Yang+You&start=0,,,arxiv:2606.04184,https://arxiv.org/abs/2606.04184
Eric Steinberger,P2,person,业界,创业公司,Efficient LLM,CEO at Magic,,https://x.com/EricSteinb,不活跃,,employee,,,"au:""Eric Steinberger""",,,,https://magic.dev,https://arxiv.org/search/?searchtype=author&query=Eric+Steinberger&start=0,,,,
Deepak Pathak,P2,person,业界,创业公司,Embodiment,Co-Founder & CEO at SkildAI,,https://x.com/pathak2206,不活跃,,employee,,,"au:""Deepak Pathak""",,https://scholar.google.com/citations?user=AEsPCAUAAAAJ,https://github.com/pathak22,https://www.cs.cmu.edu/~dpathak/,https://arxiv.org/search/?searchtype=author&query=Deepak+Pathak&start=0,,,x:2061318102038745315,https://x.com/TheHumanoidHub/status/2061318102038745315
Lucia Specia,P2,person,业界,创业公司,Multimodal,"Chief scientist at Contex.ai & Professor of NLP, Imperial College",,https://x.com/lspecia,不活跃,,employee,,,"au:""Lucia Specia""",,,,https://www.imperial.ac.uk/people/l.specia,https://arxiv.org/search/?searchtype=author&query=Lucia+Specia&start=0,,,,
